頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
永生者蜜莉絲,UCjZornPnocmD7L5u7cdK-gg,https://www.youtube.com/@user-dh6co2no1u,2021-06-20,11,3908,257,
白川凜音 Shirakawa Rin ch.,UCp7gKip0GAhGjpjpB0Xy06g,https://www.youtube.com/@shirakawarinch.7325,2021-07-09,10,3502,259,
奈央海Naomi Selkie,UCibMIIO1lVXFITeeyan8yDw,https://www.youtube.com/@naomiselkie9326,2022-03-12,42,5910,262,Psycho Live
夜眠ぐるみ 963 Ch.,UC65QLBFWSkDLfMwxCoT4Bvg,https://www.youtube.com/@963ch.7,2021-03-20,52,4105,259,
賽勒姆-Salem,UCzKmZea6PdWZufT_-nHHBiQ,https://www.youtube.com/@-salem,2022-06-19,73,8559,260,
花萌葱わんこ,UCI5DSyOLDDG8hq9qoWuK_ng,https://www.youtube.com/@hanamoegi_wanko,2022-11-04,80,12843,260,
夜羽 Night feather Ch.,UCINTOjYxscIeBgeNQQ63sZA,https://www.youtube.com/@nf1722,2021-01-18,227,12438,258,
阿夫納 •卡喉濕Ch,UCuBmT7aoteK3xRElD8Rx1NA,https://www.youtube.com/@avner6969,2021-10-29,69,6648,260,
Rain Ototake Ch.雨音竹 【AuroraLiveVR】,UCaATY5V4ZHX_KyyisbR57cQ,https://www.youtube.com/@rainototake,2022-07-12,6,1790,268,
乎火灯∥KAhoAKAri,UCUhVQk4RiARjUMft1s50GQQ,https://www.youtube.com/@-kahoakari,2021-10-16,46,3823,262,
約德三三,UCSDzRlcRQlOPxyhlEhT3Jnw,https://www.youtube.com/@mshixx,2021-07-29,14,2955,263,
Mic Check 1 2 Ch. 麥克風林昱欣,UCCDduWG0N4VDnRlMAUnnLZg,https://www.youtube.com/@miccheck12ch.44,2021-08-21,23,2939,263,
楓橋夜狛(やこま),UCRmGU0sessLTyXNcHwCxldw,https://www.youtube.com/@yakoma_owo,2022-03-16,6,2672,263,
札末 Zamo ch.,UCRKWjMwIDyZr24O_e0rHlEw,https://www.youtube.com/@zamoch.1373,2021-05-23,166,10147,264,
凜兔Usaki,UColiwQkw88hFCfWkwHJyXog,https://www.youtube.com/@usaki1120,2015-11-25,3,452,266,
LJ路君【VTuber準備中】,UCahxem2CH4uYi7zzXI7R07w,https://www.youtube.com/@lujun,2020-12-22,6,2332,267,
Sappy Prince ch. サッピー ,UCyZtxtDwmGy_2BALdpvI5fw,https://www.youtube.com/@sappyprincech.8866,2022-03-07,88,9142,266,
永夜齊名,UC8AmkEMrglh-DbLxBE9kOuA,https://www.youtube.com/@user-yi1qy5td4y,2021-09-01,204,14853,267,
ShinのVtuber日常,UCxy7FuvDFYA9-mPM8DdCoUw,https://www.youtube.com/@shinvtuber4020,2020-08-29,342,15435,267,
蕾比梅里諾Rebi Merino,UCt0VUCJFrMLMk6i8hzikoyg,https://www.youtube.com/@rebimerino,2021-08-26,19,4856,266,
外星雞,UCj7anW1nYfsjQ38p0LqliJw,https://www.youtube.com/@aliengee,2011-07-07,34,6627,267,
Anna Ch. 羽山アンナ【HKVTuber】,UCxr5j-HrPKEz7PegyLWe-AQ,https://www.youtube.com/@hayamaanna,2021-09-23,107,13299,267,
Utarou ch. 亀吉卯太郎,UC4QkzyqBUd2lwIUiJkf9Ogw,https://www.youtube.com/@kamekichiutarou,2021-11-12,126,13242,269,
CharlesLupus,UCilByINGyXzHWLSiwvY1Ajg,https://www.youtube.com/@charleslupus,2020-04-29,206,14268,268,
Altic Sou Ch.,UCl5Y9492KiLDwyfR7h-PtNA,https://www.youtube.com/@alticsouch.9889,2018-03-26,417,9898,268,
Ryuken Vermilion  Ch.,UCJVLDPL2vKNa5f3ex7xy0aA,https://www.youtube.com/@ryukenvermilionch.4209,2021-12-20,55,7826,269,SweabsMY
恐怖姬請支援收驚,UCMFwUhggfwQDSl3VJVx_7rQ,https://www.youtube.com/@terrorcat7414,2021-12-23,12,1965,269,
いしくMason梅森,UC202HJ5dxrKTWOrCpXGo-Iw,https://www.youtube.com/@ishikumason,2015-01-24,155,9227,274,
青鳥 Blackotori,UCf3TbGAe1ALUY3oof59Yztg,https://www.youtube.com/@blackotori2913,2019-05-12,20,18835,273,
神無月 柊/hiragi ch.,UCuAml87h_mOLRWwlzM3CLrg,https://www.youtube.com/@hiragich.1271,2017-10-06,43,4984,273,
Obi ch. / 小尾あおい,UCi99lJWuL3oYgxHyP0pCI8Q,https://www.youtube.com/@obi_aoi,2016-08-15,125,7167,274,
六Roku Ch,UC1SC5nEF7cQZbVYVONm1wMw,https://www.youtube.com/@roku0106_,2022-12-29,34,7447,285,
斕想 Lansh,UC13kIQww3Nb15AaVbNgoSkQ,https://www.youtube.com/@lansh3482,2021-05-28,64,11940,275,
奧菈‧忒里亞 Ora‧Theria CH.,UCPN65xGh51BlaCr82U0qlUw,https://www.youtube.com/@oratheriach.1239,2021-06-26,76,4989,275,
藿星Hoshi,UCnKrirgxW-tuyR5I8thAyfw,https://www.youtube.com/@hoshi7388,2021-10-25,89,6541,276,
Yuraユラ,UCEiOZaQ0YswTMiSfipdUBwA,https://www.youtube.com/@yuuuraa10031,2020-11-24,109,10513,276,
御飯糰 阿御 Onigiri Ch.,UCTCQYZ0r50ED7G4XPKEOrNQ,https://www.youtube.com/@onigiri_vtbtw,2011-11-14,326,9132,276,六月草.studio
男小鳥 [填詞人],UCds_Xx3l9d4rxPhbPXDHLdQ,https://www.youtube.com/@otokokotori-lyrics,2012-04-28,1,77,276,
kuga ch-久我,UClyG45c__AjBYpIRGCTtjQQ,https://www.youtube.com/@kugach-1070,2015-02-14,1,847,276,
魯尼Loonie Ch.,UCXXugcZ-_gYo2SRSfVICPIA,https://www.youtube.com/@loonie_1214,2021-12-03,9,3183,276,
Qiong Ai Ch. 瓊璦,UCzmoAkFKFbrfpxJdtpjX9VQ,https://www.youtube.com/@qiongai,2022-01-25,24,2854,276,
Miyu Ch.日向咪悠,UC9Pjdtlpr447On2EB2IbUIw,https://www.youtube.com/@miyubiggg,2022-07-10,24,4146,279,
利津そら ch.,UC5ZuQmAE46EsPN3IM9cngcA,https://www.youtube.com/@ch.7227,2016-05-05,33,3734,277,
TNKM Ch. 黑森千夜【HKVTuber】,UC0jBMZQHpsTGzklVh81wzUQ,https://www.youtube.com/@thousandnightkm,2021-10-22,228,26735,277,
雛姫愛 Hina Hime AI 【HKVTuber】,UCHW5-3JhZYWz6KhreIsskfA,https://www.youtube.com/@hina_hime_ai,2022-02-26,59,7984,278,
刑未遼KeimiRyo ch.,UCe0uG0MWcSDbmxbIrkJLnWg,https://www.youtube.com/@keimiryoch.2722,2022-05-17,15,1948,282,
Makoto / 虚言まこと ch.,UC2OOWNzhtODpvvSHuqj5O_A,https://www.youtube.com/@makotoch.4996,2021-11-25,149,14710,280,
咪貓貓Mimaomao Ch.,UCb2xaWuXdWpMJkJ07iiQWzQ,https://www.youtube.com/@mimaomao,2020-11-15,187,7199,279,
時天 色彩維度工作室,UC4YN_8NMVvPRox05oLFaCjA,https://www.youtube.com/@times10sky,2022-07-17,259,52713,284,
紅綾天爚 honlintianyue CH.,UC_sek6KmkTJlOO7-NQDpZsw,https://www.youtube.com/@honlintianyuech.1682,2018-02-11,22,3581,280,Garasu
白神奈奈-ch,UCWV_POYXUEoEKdGPrJ95xOg,https://www.youtube.com/@-ch5435,2022-05-02,28,2568,280,V_up Live
[HK Vtuber食人花]ピラニア梨々花Pirania Ririka,UCCmxuNQZDsFKWaH2W1ipTxQ,https://www.youtube.com/@hkvtuberpiraniaririka4692,2021-05-05,51,14480,280,
淇儿Penguin,UCzChPbN7v21yioGEhgqeyoQ,https://www.youtube.com/@penguin2222,2021-04-21,124,7844,280,
莉天娜 台灣vtuber ,UCXXGg4dBG8rKqXDTDoGpttw,https://www.youtube.com/@vtube0726,2022-04-16,45,11505,281,
Futanagi_utusi ch. 二凪現世,UCusoyO7k7smBlR3jY_E9VZw,https://www.youtube.com/@futanagiutusich,2020-12-21,39,4449,282,
mipa Ch. 月枂みぱ,UC5ZPMVy4tOpgxIPRjX1i_gA,https://www.youtube.com/@mipach.4160,2021-08-13,86,36738,284,
星野流星 ch.【HKVtuber】,UCkkmI-pPeHuqkrZwJVcTCpA,https://www.youtube.com/@hoshinoryuusei,2021-04-29,117,19685,284,
KyanDoru ch. 可安朵露,UCKGbcoGoTiMSylRK_wAxong,https://www.youtube.com/@kyandoruch.4076,2019-02-06,131,6580,283,
語雲_Yuwan Ch.,UCQAUPRGD2m7NZj7I1bOYG2w,https://www.youtube.com/@_yuwanch.3515,2021-03-01,4,341,285,
日向幽幽,UCLo9izpNmgsiOkpg3fdATVA,https://www.youtube.com/@hinatayuyu,2013-07-04,28,2685,287,
荺希Yunxi Ch.,UCCXtrTVTHLG2lH4RXR9BpUA,https://www.youtube.com/@yunxich.8848,2016-07-23,113,10366,287,
赫姆·謝普蘇 Herm•Shiposu,UClcp-wideU_HjkciOFL9fnA,https://www.youtube.com/@bartenderherm,2019-04-16,7,1576,351,
Arashi ch。幻嵐,UCaTqqGhpj5Nk_h6dL8Dq5Mw,https://www.youtube.com/@arashich3324,2021-04-26,137,7951,287,
愛琳諾菈 Elinora Ch.,UC0ZBZHd4_jlQj_Xr_fbLPnw,https://www.youtube.com/@elinoralumiere,2022-02-13,11,2663,288,Lamplighter5
Natthi Ch. 黑圈納蒂【HKVtuber】,UCKBIfQZG2a3Etrt2VFSqNXw,https://www.youtube.com/@natthich.hkvtuber9205,2021-05-17,102,12721,288,
Kisaku Ch. 酒井既朔,UCBVgHBQys9RPwBcnHqn6uUw,https://www.youtube.com/@sakaikisaku,2021-08-10,118,6263,288,
路斯吱 - HKVtuber,UCTy-zldx3oI-BZZRWUXsW8g,https://www.youtube.com/@hkv_rovszi,2022-01-28,144,7907,288,
方小紅 FunRed Ch.,UCcvpYGIu0JaWvnlpakMSw8A,https://www.youtube.com/@funredch.287,2018-08-16,292,9523,287,
Amakura Marnin 天倉マーニン,UC4iUtWLjFfOT5DKVcSJQzkQ,https://www.youtube.com/@amakuramarnin5206,2022-04-07,11,3141,290,
Caterbear毛毛熊,UC6UopRypu7GxC7gyORd6ryQ,https://www.youtube.com/@caterbear171,2021-09-16,92,15523,291,
Kumomaru Ch. 雲丸,UCF1SUToVFqwOSBZqpwbPtLA,https://www.youtube.com/@kumomaruch.7596,2020-09-13,103,8940,291,
星海 零伊【ホシウミ ゼロイ】Ch.,UCwY2ojIZ9NnDxYmJvDZZBfQ,https://www.youtube.com/@hoshiumizeroi01,2022-04-13,42,4491,291,
戌見輪艾緋 Efi Ch.,UCktZ5IyImIrjaZQ7ulmvN0w,https://www.youtube.com/@efich.1024,2021-12-26,140,9995,296,
KoKotori Ch. 光小鳥,UC_L19T46WUV-I3V12e7RBbA,https://www.youtube.com/@kokotorich.9531,2021-04-16,143,16549,295,
Queeckort奎爾科特,UC1Bway7EGI1qEG8YW93ZQcg,https://www.youtube.com/@queeckort9853,2021-07-30,20,2595,295,
樂樂,UCdIx9GSsbV7I0dFq2e6HiAA,https://www.youtube.com/@lele.youtube,2012-08-04,59,14257,294,
趙錦漓Lily Zhao official,UCu-x0Gj5fV-Vicg5FgCBmkg,https://www.youtube.com/@lilyzhao.glacage,2022-02-01,41,4284,299,點一璃
貓村艾斯特_NekoMuraEst,UCV5p5X-NmnQV7QoWJTdLkPw,https://www.youtube.com/@nekomuraest,2010-11-04,236,5032,297,2VR_Studio
YiShan 雲依珊 ch.,UCVUqASc6fjCQJy3nhCLRkrA,https://www.youtube.com/@yishan_vliver,2022-07-29,4,1539,302,
TiNiTo ch.提尼托,UC1ybkVBsvckJiY-Wdyz5bkw,https://www.youtube.com/@tinito0212,2021-08-09,67,11970,298,
Misuko Ch.,UCMkv9141_3_h_EGASDBBACA,https://www.youtube.com/@misukoch_,2020-09-19,176,12949,299,
亞茲凱龍 Azu Chiron Ch.,UCLiijofgtev1OlA64RUYz3Q,https://www.youtube.com/@azuchiron,2020-04-04,210,19601,299,
Yuubo ch.鱗星優波,UCFI3ge0aBZiB5TkH195h94Q,https://www.youtube.com/@urokoboshiyuubo,2021-07-10,280,19638,301,
【回歸啦】洛緋亞&洛冉.RoRo_TL,UCk-ua3DFHsUr8AL1TreZjiQ,https://www.youtube.com/@rorotl,2022-02-11,55,4127,303,Trifling Light
袋井莫莫卡.ch_MediStream,UCJ8JQcH6wrFPBr0tplDglkg,https://www.youtube.com/@fukuroimomoka,2022-02-04,102,8123,307,Medi Stream
Miyako-chan Mystery,UCl1h_3qBFzzmJb6ssDqgf0w,https://www.youtube.com/@miyakochwan,2017-12-13,53,4915,302,
萊卡·庫特莉亞芙卡·Laika Kudryavka,UC0xUTAEeRL2uzuXbSpLuRZg,https://www.youtube.com/@laikakudryavka,2022-06-06,44,6332,303,
惡魔貓貓NoAh😈🐱,UCK1AaInvR_N_tr0tOCvI7SQ,https://www.youtube.com/@noah0222,2022-01-12,128,8020,304,
貓樂火神 Nekoraku Hikami Ch.,UCpl71UuimGfNeI438NYMasA,https://www.youtube.com/@nekorakuhikami,2021-06-05,347,26857,303,
九條雪怜 setsurei,UCckyvBoOAtUOJ1JR8NOernA,https://www.youtube.com/@setsurei0227,2022-06-09,35,4921,311,
未生 Misaeng Ch.,UCwx73BlZG3oUyPEkFrqQbQQ,https://www.youtube.com/@misaeng_,2022-01-18,97,16671,305,無所未la.
殘月公主EclipseYuki,UCaZrSOfpKP3KIrjyTrcWmzQ,https://www.youtube.com/@eclipseyuki12378,2015-04-05,370,28522,303,
Yuu Ch. 冬月ゆう★小游【HKVtuber】,UCQJ-6r8cAcJs5yrhM8O288A,https://www.youtube.com/@yuuch.hkvtuber7853,2021-01-12,6,2816,307,
🌊 Nanami Ch. 海風ななみ 【HKVtuber】,UCF_05iU9akActThNYAx_6xA,https://www.youtube.com/@umikazenanami,2017-10-04,138,13600,308,
Allen.V Ch. ,UC-JZK7rihk1CtP4U8j13Spg,https://www.youtube.com/@allenvtuber,2021-11-05,230,147448,310,
エリシア蓮ヶ谷 / Elicia Hasugaya,UCpGqQsqcJYWE6AVpIRW_S_g,https://www.youtube.com/@elicia.hasugaya,2021-04-11,237,18500,308,
赤玄Akagan【故事型Vtuber】,UCenm2lUIGEd5ZgZZPxEFbSw,https://www.youtube.com/@akaganvtuber7809,2021-05-16,103,7551,309,GS＠Virtual
石虎菲爾 ShihHu_Phile.,UCp_NOToWMt2u71Gb4mkoYKg,https://www.youtube.com/@shihhu_phile.3829,2020-09-20,80,8580,309,
小竜包,UCMaVlKEVxJH_gXv64wv9bmg,https://www.youtube.com/@user-ql9gz1no3f,2018-11-16,116,11902,310,
Mal Morningstar,UChUi326Pybx9z0nn0iH7trA,https://www.youtube.com/@mal_morningstar,2020-12-27,83,7271,311,
Otis 騎士奧蒂斯Ch.,UC4GZXBxgeJYBhwS8ApHso_A,https://www.youtube.com/@knightsotisch,2021-08-07,120,17120,311,
幽虎 ch.,UCwqWd1WJ9R1obztkPhl5MPw,https://www.youtube.com/@ch.213,2020-05-23,121,21198,311,
西の狼アレックス Ch.,UCkUjww7QVYBRAI3NYcZD87Q,https://www.youtube.com/@nishiwolfalex607,2018-08-05,254,8911,311,
Hosino Ch. 社畜A星野ニア,UCaHT2ZlIYtaDyqeT5tqt4LA,https://www.youtube.com/@nia-a,2020-03-30,257,52497,312,
空霓Konnnie控焢爌,UCHoQrLhrdyWu-fb16gM9QQg,https://www.youtube.com/@konnnie3,2022-05-29,69,8159,314,
Aily ch. 大神あいり,UCFJNMTAtHfbOND9xtb03zuw,https://www.youtube.com/@ookamiaily,2021-06-29,7,545,314,
Yukedel Ch. 羽珂德洱,UC_-vL1dmsP3HKhy5fwgUCzg,https://www.youtube.com/@yukedelch.8882,2022-01-11,69,9511,314,
Roselia Ch.,UC7shoPddBRhh6XPp_USyqLw,https://www.youtube.com/@roselia_vtuber,2019-02-20,216,12111,314,
TaiDa Ch. 黛惰夜【VTuber】,UCGHrcWM98DSrfNiIiuoWy3A,https://www.youtube.com/@taidach.vtuber783,2021-03-12,3,1504,314,
秋月Akitsuki_Vtuber🌙,UC731ocxwDQX3PajR1RVS0Ow,https://www.youtube.com/@akitsuki_vtuber2995,2015-03-05,14,1939,315,
Loxy. ch ロシー【HKVTuber】,UCbn5UYDxFciNg7OJPHr4Cnw,https://www.youtube.com/@loxy.hkvtuber,2021-05-02,51,16207,316,
靈婪Linglai  ch.,UCQlPL0c6dneFMQe4aZ757_g,https://www.youtube.com/@linglai8787,2022-08-23,52,6881,318,
Mori ch. 蛇竺森林 ,UCwAxLHBCr32mxljZkWOOslg,https://www.youtube.com/@morich.8612,2021-05-19,82,13673,319,
晏海 ch.,UCazeznF0ZW75WsHT6mEofdA,https://www.youtube.com/@zom_yenhai_zom,2022-02-01,36,1045,316,
Jump_Shi⊕ Ch. 江詩⊕,UCBBQ_8V9nfBBx01lHLjyNCA,https://www.youtube.com/@jump_shi,2021-11-09,68,10226,319,
NOCTE ch.,UCWiyW8dKj9mrU9YQqUrxiaQ,https://www.youtube.com/@noctech.3101,2020-10-13,21,2804,317,
縫針 茜 | Akane Nuibari 【HKVtuber】,UCS-WofqHZo5NGCPUeZZ749g,https://www.youtube.com/@akabari,2021-05-25,64,11488,317,
Cornelius LOW Ch.,UCnAM_5Aw0Wp-UjrUzqJwYnA,https://www.youtube.com/@corneliuslowch,2021-06-05,129,9933,318,
Bridget Ch.布麗姬特,UC2yMFRJys_9FepK_q97bW0Q,https://www.youtube.com/@bridget_,2021-12-28,136,8237,316,異世界瘋食堂
NENA STUDIO,UC-XoYuGUTBeWUaIobuDJy2g,https://www.youtube.com/@nenastudio4340,2020-06-18,12,3859,318,
夏紫桃月AuntTao”,UCk_-jQu0N5cpwfmoK1juaYQ,https://www.youtube.com/@aunttao,2021-07-20,29,7642,317,
yukisorahyakune  雪空百寧　ch,UCkJ0spX5DFiuK3zlKp1qr-Q,https://www.youtube.com/@yukisorahyakunech3704,2021-12-14,38,4842,317,revoLiVE
相葉 夕海,UCb8QPS6FgOTGe94N3ll1DUA,https://www.youtube.com/@aibayumi0705,2014-07-19,38,3640,318,
卡洛力亞 ch. TobaKaruria,UCRYqoUe8NrQ4qP78WQDNiAA,https://www.youtube.com/@ch.tobakaruria60,2021-09-04,164,14681,320,
哲學棉花糖,UC_8dmEely8XYTs3_2B4izaw,https://www.youtube.com/@user-bc7vq6ll2r,2021-04-29,1,11,319,
夜羽結伊子 Yuiko Channel,UC9FEJkEneNCT1WfFl0LRHfA,https://www.youtube.com/@yuikochannel5607,2021-03-23,3,675,320,Wings Live
Sumire Ch. 霄月菫 ,UC_GjJ9a87dxpEB7AsA1bBOg,https://www.youtube.com/@sum1re_,2021-12-27,67,7289,319,
咩,UCdYKzqHArHJSO3XfwM0A5jQ,https://www.youtube.com/@user-uz3bv2xo8y,2014-11-29,3,295,320,
KAlbert Ch.   K阿爾伯特,UC120uP2vogkuDn17t65fCuA,https://www.youtube.com/@kalbertvt,2020-11-24,211,14822,320,
歐爾特芬里斯 ch.,UCDWua07cGku90lfwMtOIJqQ,https://www.youtube.com/@ch.3409,2021-07-31,418,18464,322,
歐姆璐璐 Ohmruru【深層星工作室】,UCT30dM3EDAeu9uhaGDSV6ow,https://www.youtube.com/@ohmruru0603,2022-12-18,10,3837,506,深層星工作室
Arare Ch. 津雲啊啦呢【香港VTuber】,UC_CiVOwkqAH1wxs727qhZEQ,https://www.youtube.com/@tsukumoarare,2020-09-27,180,14420,322,
🌙 社畜蘿莉睡不飽 Ch.,UCbq04n_cvUaxsdZ5LQpHAHw,https://www.youtube.com/@drowsyyyloli,2022-05-12,24,11415,323,
本鄉 薰 Hongo kaoru Ch.【巷口哥布林亞古獸】,UCHG1bwOJE-zp224DujosN5g,https://www.youtube.com/@hongo_kaoru,2022-06-01,39,7727,325,巷口工作室
Hinata Ch.猫崎ひなた,UCKnFS01bFiuUi18wVFvKnCg,https://www.youtube.com/@hinata.0820,2020-08-31,49,8068,323,
藍琉ウミ AiruUmi Ch.,UCm3h1PfxmtC9er45raNzfXw,https://www.youtube.com/@airuumi,2021-07-26,76,4475,323,
淡月楓 Maple Ch.,UCeiasjHJpMHDWTv4zzBXcvg,https://www.youtube.com/@maplech.4083,2020-12-26,31,10808,324,
米可緹Milk tea_光映島Vliver,UCBCzYJKQdJJHH-V0LS_87LA,https://www.youtube.com/@milktea0115,2022-10-07,64,9908,325,光映島
朵咪可 Dormicule Ch.,UCI0qkJpfpA9cCeeu0lkP1tw,https://www.youtube.com/@dormicule,2021-06-22,86,10824,324,
五斂子Gorenji,UC6vBU4q-Qkx7PgD5n6L4H-g,https://www.youtube.com/@gorenji6442,2021-05-16,94,12008,334,
山鬼實驗室 ch. 赤魑,UC7NAZRp8fhIYKxlSouWpiEQ,https://www.youtube.com/@ch.6104,2022-03-09,105,3613,325,
白町雪兔,UCBeZzh0KBInxgqekH3NSbWQ,https://www.youtube.com/@h146403738,2011-05-14,783,14097,325,
貓白MaoBai,UCF_2viuD5oxckwJcF9PNTVw,https://www.youtube.com/@maobai,2022-01-20,2,997,327,貓麻生產社
那個獅,UCFPzS5_OW8vM5UE7rTVV-Xg,https://www.youtube.com/@thatlion729,2013-03-06,125,7766,326,
落羽LuoYu,UCy7uKkZrn9dFCcngqwwUqqQ,https://www.youtube.com/@luoyu01,2020-04-28,132,46334,326,
科迪丽娜Cordelina,UCp0BsU2ZYJqF91P7cb4MRIg,https://www.youtube.com/@cordelina9398,2022-01-04,23,2917,327,
什草ピーター🌱 ch.,UCmmPAEt81NSD7JH5zs5NY9A,https://www.youtube.com/@ch.4606,2019-05-24,43,22177,328,
Yutsuki Ch. 門奈佳 玉月,UC-Uf-Z1XMS34pXM1M7vXjjQ,https://www.youtube.com/@kadonakayutsuki,2021-06-06,270,15086,328,
Hinoki ch. 灰原ひのき【HKvtuber】,UCKAMDIZlFFko1xssiXExz3A,https://www.youtube.com/@hinokich.hkvtuber1674,2022-01-31,4,935,328,
Nikami Vigilight ch.,UCHt6BA917d--d1drOLFhzpg,https://www.youtube.com/@__nikami__,2022-04-30,17,4077,329,
瑪爾帕斯 Mapa Ch.,UCAgvOFSCAEsRjJdDh2e-1KA,https://www.youtube.com/@mapach.3371,2017-08-07,78,6322,327,COZY BOX
夏雪貓姬 Nekohime Ch.,UCMATEDVf2xE4h_-jFUAfYyg,https://www.youtube.com/@nekohimetwvt,2011-09-01,153,4179,333,
YakumoKen Ch2.八雲 劍_重生,UClA5YX0D1ejpeNh-oFcrXnw,https://www.youtube.com/@yakumokench2._492,2021-10-17,333,18549,330,
Gal berus Ch. 加爾柏洛斯,UCBpEBKJRCnX81QN5QOgqq7g,https://www.youtube.com/@galberusch.2897,2021-05-07,139,10668,329,
御仙狐なでこ  ch.(新人vtuber準備中),UCczap59vPfA8tNoIWP3d8pA,https://www.youtube.com/@osenko_nadeko,2013-05-22,9,4836,336,
Hamu Ch. 白崎羽夢,UCNcjwLAaGwzjAslkVMlKf_A,https://www.youtube.com/@shirosaki_hamu,2022-05-14,4,678,335,
菲諾_フェルノ,UC1_4-bd0eA3cOUiFI-Les6Q,https://www.youtube.com/@user-qr1db7qe2o,2018-05-24,11,3931,333,
月見香楓(月見かえで) TsukimiKaede 【破曉鴻羽】Ch.,UCqGbAJl0hP8PCI8RVZ3OgHA,https://www.youtube.com/@tsukimikaedech0815,2021-08-07,44,3158,333,破曉鴻羽
Buta to OyakoDon 糖粁,UCqKWbaq8z2IftlwlkzhAhTA,https://www.youtube.com/@butatooyakodon,2022-07-13,56,7274,333,
花見璃葉 Ch. Hanami Akiha,UCJP1mBdo6mohryaOg9Q4ccw,https://www.youtube.com/@hanamiakiha,2021-07-21,114,5746,333,
三天三葉 Shamrock Ch.,UCsYtu5yoAPvVHXkEI_QKiQA,https://www.youtube.com/@shamrock0630,2022-03-07,2,624,334,
茶貓 TeaCat Ch.,UCOMUHIn2BmtBWokkMIFtIng,https://www.youtube.com/@teacatch.5662,2021-12-12,60,4510,337,
汁汁 Zuzu Ch.,UC2KZe2SjWwUCqh8aHJ8mzlQ,https://www.youtube.com/@zuzuch,2021-10-22,1,430,334,KARE Studio
皮瑞瑟 Peraser ch.,UC39GAIsMLb63Ru7UPcaDYMw,https://www.youtube.com/@peraser1126,2021-08-31,20,5011,335,
李亭襄,UCB0dbHnZ044lKq_4eGQDmZA,https://www.youtube.com/@litingshiang,2021-02-25,134,24063,337,
DooDoo ch. 嘟嘟,UCV9Qu8yPSY2X5tQ_lE14ZEg,https://www.youtube.com/@doodooch.9799,2021-02-23,2,1079,337,VOICEMITH
Hakamiyoshi Ch. 哈卡彌悠希 【UGONE所屬】,UCjqbfaSPsWyQCx-EsXBXGwA,https://www.youtube.com/@ugone_hakamiyoshi,2022-06-06,24,21818,338,Ugone Studio
Kuri ch. 織夢玖璃 (回南極休息中),UClaUuwjZnkZJczE2A-MFahA,https://www.youtube.com/@9muimui,2021-05-10,71,8804,337,
鬼風,UCoNf6glzteUNzYz9VGpzv3w,https://www.youtube.com/@char,2013-05-18,147,6812,338,
日向葵,UCGH-DS6rKu7-_AxuvZIQpWg,https://www.youtube.com/@user-hi4vm5tn4w,2020-07-08,20,8919,338,
愛野光 Vsinger,UC7YijJTaXAfAz_E7cDR8TNw,https://www.youtube.com/@ainohikaru,2021-03-30,123,8302,338,
皮耶洛‧ピエロ Ch. 🎭👑,UCME6BlixovhdvW9QaXwQ1Sg,https://www.youtube.com/@pierrot_vtuber,2022-01-17,117,9595,344,
HanaNeko Ch.,UC6B5UN7qsjRQmfZk5vq1shQ,https://www.youtube.com/@hananeko822,2021-08-13,143,16853,339,
Bobby Ch.波比貓貓,UCDAHn5GXGKT_hf3PAtX-vGQ,https://www.youtube.com/@bobbyvtuber,2014-09-16,6,7675,340,
阿瑋Awei,UCbregBTQSiq6lU7903WIXVA,https://www.youtube.com/@awei7999,2021-04-25,72,6038,341,
Tokisaki Rin ch.時崎燐【EXILE】,UCaccldcS7uNUAN1rrcMAQWQ,https://www.youtube.com/@tokisakirinchexile,2021-06-11,127,7875,340,
娜歐蜜 Naomi Ch.,UC8QICNboECnsfblvpi_A90w,https://www.youtube.com/@naomi_vtuber,2020-12-25,207,11822,343,
倪絲薄荷 TW-Vtuber,UCWO84E6rbl2gbNy4NiqpN7g,https://www.youtube.com/@-tw-vtuber1180,2021-06-10,40,5491,341,
Akiharu Sora Ch. 秋晴ソラ,UC6Uj1JkLSaapKpngXEyDF5g,https://www.youtube.com/@akiharusora,2021-11-01,111,12295,341,
泉生モチMochi Ch. ArkV MY,UC962_jpS7E7UFY7cSjgHwPA,https://www.youtube.com/@mochich.arkvmy8046,2020-12-24,206,7931,342,ArkV
PinkCat,UCYqyub9VV7wjnZi5iyRUccw,https://www.youtube.com/@pinkcat_vt,2013-06-02,74,13518,343,
TachiDaMo立花 Ch.,UCUhP5tDqyivUMH2so81BlZQ,https://www.youtube.com/@tachidamo,2020-10-11,180,12488,344,
慾神 餅乾,UCkEaZc9XKJMm7VXlWmSLTSQ,https://www.youtube.com/@desire.cookie,2020-10-03,19,2652,344,
Yuyu ch. 幽幽,UCc337NFdHZ1gyb3CZRu2nrA,https://www.youtube.com/@yuyu06062,2021-07-16,75,8145,345,
AdolfoHasuki Ch. 阿道弗奇奇,UCSKqKtLQA-SwseqXZeBlYHA,https://www.youtube.com/@adolfohasukich.8258,2020-10-28,108,8665,345,
西尼斯塔.Sinister ch.,UCm0zuQPd9zKw8v2Sr78gPOA,https://www.youtube.com/@sinisterch,2020-11-13,233,20877,344,
瑪瑙イノシ,UCM7mURkxacuhzwsOIQX4DRA,https://www.youtube.com/@user-hx6sg1vt9c,2020-08-08,4,4416,347,
