頻道名稱,頻道ID,傳送門,頻道加入時間,影片數,觀看次數,訂閱數,所屬
語雲_Yuwan Ch.,UCQAUPRGD2m7NZj7I1bOYG2w,https://www.youtube.com/@_yuwanch.3515,2021-03-01,4,343,285,
夏玥白夜,UCnkeI-RYkipUFpRAv5RKXSg,https://www.youtube.com/@user-dg2bz7zz3k,2014-02-01,217,178274,9640,
5L5L朝三歲,UCZlzZzJUHmvgSVkDoGvQiYg,https://www.youtube.com/@5l5l3,2019-11-13,167,43805,1150,
天羽璃歌Rika ch.,UCL4VjL9StVFrwEaBeUL4Wwg,https://www.youtube.com/@rikach.4286,2018-01-30,29,6126,771,
佐司JorsinKTH 【Vtuber】,UCZdfruk4NS1yWC1I8mXQUdQ,https://www.youtube.com/@jorsinkth1860,2017-12-08,241,9667,144,
米可靈靈,UCHt7Zjz1IWRViaJORnlRZUQ,https://www.youtube.com/@user-di4xd4dm2x,2022-04-18,29,29194,2800,
Monna ch.花房夢娜,UCE4AYOumlJCFRHSV0CfyJWg,https://www.youtube.com/@monnach,2021-06-18,557,199792,5280,
我的朋友《My Friends》,UC2eOvldK4b7f6CIXAny7oHw,https://www.youtube.com/@myfriends5661,2021-08-02,3,568,20,My Friends
諾茲托特Ch 台灣個人勢Vtuber,UCznSbqN3e5-5-C325wT081A,https://www.youtube.com/@chvtuber0148,2020-12-08,273,47210,1150,
白濱秋音Akine Ch.,UCQvz4CHIgnsle6q9zafuJvQ,https://www.youtube.com/@akinevtuber,2021-04-27,93,21129,579,
木綿千捺,UC5emUFtQ2V_DYceGrE-zmZg,https://www.youtube.com/@user-yn8xz2ew7c,2022-04-01,7,263,40,2VR_Studio
水縹そまる / Somaru Ch.,UC3rmrlimhWzTsJ1BxY6-p1w,https://www.youtube.com/@somaruriro,2021-08-25,223,258897,6450,
落楠楠,UCbUDh7XSrxMcVIZaLm0i6VQ,https://www.youtube.com/@user-ht3qp5xq4o,2021-04-26,20,145,35,
貓吉拉ねこジラ,UCwoNocDpKW-JR87dn4dllow,https://www.youtube.com/@nekoyn525,2021-07-19,4,294,51,
音時エラー,UCaV2RmU3drZBtPuOkXZri3w,https://www.youtube.com/@ototoki-error,2021-03-22,18,8798,6180,mlmlm
柴可chako,UCy3tjbhbQKeAExF6_qGZwyg,https://www.youtube.com/@chakovtuber,2021-05-25,307,56021,2170,
上貂肉桂 ShinamonKamihaza Ch. ,UChaYVTTF5_emAYuZi-KfAxw,https://www.youtube.com/@shinamonvt,2021-06-05,13,6244,907,
歩羽ふわ ო Huwa Ch.,UCaIklFiqR0u1Q_1XiTQQiHA,https://www.youtube.com/@huwach,2020-09-24,70,26078,1120,
若娜 Zona,UChgMSy_ehZ9OCaUZQWsu0xQ,https://www.youtube.com/@zonahart,2021-07-11,40,102831,2700,
Akabane Aka,UCRC6BYcKlqrmBFTsgUw-yRQ,https://www.youtube.com/@akabaneaka8795,2022-08-05,9,213,31,
沐妮Muni ch,UCt2OK0Ed0US3BgU5Y0o1Uog,https://www.youtube.com/@munich3901,2021-04-26,57,3113,256,異世界瘋食堂
靜牧真ボクシンCh.,UCkZcPsSGChSfmBRdnx1t7Ew,https://www.youtube.com/@shizukatako,2020-12-11,144,18160,390,
銀狐燁暒,UCwhSSiQUPK--htxX_Ay05bg,https://www.youtube.com/@vtuber_yecing,2021-09-22,207,48591,1640,
春曜 Haruyou ch.,UCgKzINvaMRZMkoPUKLaTgFQ,https://www.youtube.com/@haruyou3690,2021-09-01,96,2931,112,
弄臣‧茨巴薩 Ch.,UCWlZg3XroJR_wYVvBkbntQg,https://www.youtube.com/@tsubasavt,2021-05-02,27,1220,30,
雨羊AmeHitsuji,UCD77FOyHkWlglmbLzAO1Ufw,https://www.youtube.com/@amehitsuji304,2020-08-18,41,4408,192,
Craneey Dobi,UCUjjg0bqVVLILKtCJco6lhQ,https://www.youtube.com/@craneeydobi9397,2021-03-12,25,2569,177,
Panda Poh Ch.,UCN6NAryV91gYh3iWj5XJImA,https://www.youtube.com/@pandapoh,2012-02-07,351,18625,733,
鬼崎涼 / Onizaki Ryou,UCRbpT1E6aqHxY0TffauHbgw,https://www.youtube.com/@onizakiryou7763,2021-01-03,41,14515,503,
春菫 ch. springjin,UC_4klBpJ_yrkItnOx5hDr1A,https://www.youtube.com/@springjin222,2021-08-05,312,53751,1830,
咪捏實況,UC-8TzuWb2SU17tPR0loDRuA,https://www.youtube.com/@mine_gaming87,2014-12-17,271,196974,1370,
ReLive_咪姆 MeeMu 💧,UCh2qIv35rb4o7DKsdaXjUCw,https://www.youtube.com/@relive_meemu4350,2021-05-23,177,79538,2870,ReLive Project
解秋心 Choshin,UCOk9tcAUM705Gqmtwxa2OIA,https://www.youtube.com/@choshin1525,2021-08-18,19,926,47,
千田悠依奈 ch.,UCz5iEiDcbA-NmMFxlAjvVEA,https://www.youtube.com/@sento_yuina,2021-07-18,38,3579,400,
Shiori Ch. 菊理しおり【HKvtuber】,UCP_pt1pW5vWstbhY8br2U0A,https://www.youtube.com/@shiorich.hkvtuber7465,2014-10-27,143,70099,1900,
Alice Tarrandalf ch.【HKVtuber】,UC6easAA4xkvzledIqQteUWw,https://www.youtube.com/@alicetarrandalf,2015-12-25,45,6091,458,
Yuuna Ch.桜兎優奈,UCjcpdnepKnV6M3t4k9WGSCg,https://www.youtube.com/@sakuratoyuuna,2021-01-03,102,81488,5940,
白色砂糖シロイサトウ,UCRy4Om8mlek-PSuaGcaddoQ,https://www.youtube.com/@shiroisatou_,2021-01-10,152,44166,2500,
パシルCHクラ・パシル,UCPC76zynofQg0DCydO7j6Ww,https://www.youtube.com/@ch-mq8hr,2021-02-13,18,433,20,
Michelle TW,UCxHJ4N9alNHhKmKmoTArULw,https://www.youtube.com/@michelletwv,2012-11-22,450,31562,375,
伊哇 Iwa Midorin,UCGkP-_TPvgawkAXcKi392LQ,https://www.youtube.com/@iwamidorinnn,2022-04-05,99,5904,144,
BI PU  Ch.,UCp1w3EXSA_qnreWz6KFYF1A,https://www.youtube.com/@bipu1214,2021-06-18,217,15579,440,Black Rally
採墨🌶 🌷Chatmur Talk Ch.,UC0l8tyYfC-SQIsnDWyEGLxA,https://www.youtube.com/@chatmurtalk,2021-12-11,25,6392,455,ENDlive
Shika シカ Ch. 『SweabsMY』,UCL5IXDJ9y7ohkbJF9DVYgIA,https://www.youtube.com/@shikach.sweabsmy1859,2020-08-07,14,2484,146,SweabsMY
紫妍&宏宏,UC3EcG_uO96QuZ34S084N73g,https://www.youtube.com/@user-ls8mf8xy9u,2022-03-12,12,1303,184,
Collin Palladio / 柯林•派 Ch.,UCg9Z35wGpeHA_CGOWdsyQVQ,https://www.youtube.com/@collinpalladio,2022-03-22,239,758816,24800,
神無月鹿比 Kannazuki Lubee Ch.,UCF8icKLU4FGF8Ln-KlKakSg,https://www.youtube.com/@kannazukilubee,2023-01-09,40,328139,14600,魔競娛樂
古林沃夫 Green Wolf Ch. ,UCbnj_3bVnD6MZJbXSZlTkFQ,https://www.youtube.com/@greenwolfch.8490,2021-07-09,204,19810,539,異種族集會所
卡洛力亞 ch. TobaKaruria,UCRYqoUe8NrQ4qP78WQDNiAA,https://www.youtube.com/@ch.tobakaruria60,2021-09-04,164,14743,325,
夜星つきみ,UCY1fOad6A2ctJp5kOFHeItw,https://www.youtube.com/@yoboshi_tsukimi,2020-12-11,126,12093,483,
村下緋雨 live,UCIEnuJ196SambhqjkwmYxYw,https://www.youtube.com/@feiyu1217,2021-05-18,537,61961,1610,
YURI NYA CH.侑里,UC3bFz-8TTu7h0W9DyqSpCGQ,https://www.youtube.com/@yurinyach.384,2019-05-31,19,1292,100,
SAKU 綻櫻創作工作室,UC7h5HSNpRJ0vcGcdj3qXR5w,https://www.youtube.com/@saku4863,2021-07-23,2,3500,127,綻櫻創作工作室
星川ブレド ch.,UCHCUXOCrf_UFokbtTSmhzcQ,https://www.youtube.com/@sakura00609,2012-08-02,57,9156,1330,
白昼夢ティアラ Daydream Tiara ch.,UCbOqSWGZ-snERWmsQGrBDfQ,https://www.youtube.com/@hakuchuumutiara,2020-12-13,331,58337,1160,
雪魚子 ch.,UC60fUrZuW6wy6fuWq9jqVzw,https://www.youtube.com/@ch.7944,2017-11-04,40,6881,1540,
 あさゆき / 淺雪,UC2GmYch1IP8oY6dWBxwZDsQ,https://www.youtube.com/@ch.8261,2021-12-05,16,708,64,
軒轅虛 & 軒轅姬 【香港VTuber】,UCg4mdxtyM7qWxzz7i4jVRFw,https://www.youtube.com/@kyondarkness,2015-06-10,290,34056,463,
YumenoKaoru Ch.夢野薰草【SODAART】5月25日 3.0生日配信,UCrf75L685sgtE_jOA6rJXFA,https://www.youtube.com/@yumeno_kaoru,2013-06-20,414,83728,2520,SODAART
Tsubaki Ch.兎澤つばき,UC7FTe-NHQqBvTjzli6p0Mnw,https://www.youtube.com/@tsubaki487,2021-02-22,236,37485,1150,
靛之森 AinoMori - VTuber Live,UCH8a1AfaafkBDs2HnzU_f0Q,https://www.youtube.com/@ainomori,2021-06-03,9,6495,1020,靛之森
朵璃安 Dorian VTuber Ch.,UCnu3PBNLZZFbnCWHOqySV9Q,https://www.youtube.com/@vtuberdorian,2021-07-21,237,536875,8080,
哈迪斯 Ch. HadesLive-TW,UC5YrcKI6go5JIRX3l5x50UQ,https://www.youtube.com/@ch.hadeslive-tw9213,2015-03-27,232,9976,364,
Rhythm Ch. 黑澤律 🎵 ,UCt3n-8HlH0HQ49WEwtYk-ew,https://www.youtube.com/@rhythmvtuber,2021-11-03,108,216774,1100,
戶河鈴,UCQjUMjx_L2CjN2raUrKP2lQ,https://www.youtube.com/@koka_rei,2022-01-28,3,169,35,
空鈦SORATA【HKVTuber】,UC1jCOsHmO2oOq5paDu_l1Ew,https://www.youtube.com/@soratahkvtuber5364,2021-10-17,66,33612,1310,
土芒果社-Shiliya Ch. 緒莉亞,UCbsDREyvlriuQtaYiZQfNsA,https://www.youtube.com/@shiliyach,2021-07-01,223,20876,963,土芒果社
Tuna Ch.,UCWj_BwKlTY3N1J2g234xhwg,https://www.youtube.com/@tunach.54,2021-06-26,77,17090,414,
MuMu 牧牧 Ch.,UCHW8stFKoZQuAqOGLcXqenA,https://www.youtube.com/@mumuch,2021-09-29,124,51315,1720,
Ruby Valentine ch.,UCTKrNCsMkhuKEtKD4zUNPEQ,https://www.youtube.com/@rubyvalentinech.1520,2021-07-13,25,2425,57,
伊諾 Ino ,UCJ11Nfu0oWd6VH8pLMl_-UA,https://www.youtube.com/@inochannel,2021-01-31,298,40448,1180,
YukishiroYuki Ch. 雪城ユウキ,UCAZDROQndBpyMWltzpbjq1g,https://www.youtube.com/@yukishiroyukiqq,2022-04-10,11,4616,581,
Shimotori Rico Ch. 霜鸟リコ,UCBfdJtA7hsWN2-jbOpB43gA,https://www.youtube.com/@shimotoririco,2021-01-20,447,103700,3040,PRRU
APXDMN Ch.頂点大門チャネル,UCv-NIra6LCXnoqq4Z0OMEOA,https://www.youtube.com/@apxdmn,2020-07-24,626,54094,1430,
水母暮暮-クラゲMooMoo,UCDL212a4xEKwwNexFc5IUIQ,https://www.youtube.com/@moomoo0409,2014-10-05,359,164687,4590,
蛸波ヤエカ -Takonami Yaeka-,UCy5ZoyicnyHLXsPppkIZV1w,https://www.youtube.com/@-takonamiyaeka-2898,2021-03-01,20,2568,113,
露諾夜雪,UCTrSre37H24wQ0TNdG-3v4A,https://www.youtube.com/@lunosakuya,2022-08-25,42,1948,129,
晴乃森 HarunoMori,UCv6oLxnNxHuGjidunvhdseg,https://www.youtube.com/@harunomori7430,2019-11-25,211,20081,526,夜貓森友會
Doctor Dora Ch. / 菂菂 [TW VTuber],UCAXO_P5RaXT8DRAV_Mbf2pg,https://www.youtube.com/@doctordoravt,2022-09-25,27,866,69,
萌留みみん /Moeru Mimin,UCn9TxDOC4_U-M_ZYKV5ecsQ,https://www.youtube.com/@moerumimin,2022-01-04,64,241805,6980,
時時艾利諾 Ellino Ch.,UCBI0aDt3BrIT_hJw6Ab3UlQ,https://www.youtube.com/@tokiellino,2021-02-11,230,28578,1090,
Neru ch. 浅乃ねる【台湾 Vtuber】,UCqthXYzZr1GVxhPMffdGEMQ,https://www.youtube.com/@neruch.vtuber7571,2021-03-31,17,11683,556,
天雲そらskysora,UCQmujxhw8DPK6qscCPv8hRA,https://www.youtube.com/@skysora,2017-07-29,68,29225,604,
Yukedel Ch. 羽珂德洱,UC_-vL1dmsP3HKhy5fwgUCzg,https://www.youtube.com/@yukedelch.8882,2022-01-11,70,9545,313,
六六 Ch.,UCQlbfFe-wtiKLoxgGUA3yog,https://www.youtube.com/@liuliu_ch,2021-03-03,72,12802,556,
Ca-希耶,UCCpwoHcpoRi9tMSsmtB8Z5Q,https://www.youtube.com/@ca-0510,2011-07-15,1160,63223,137,
Yuuta Ch. 悠太翼,UCTxs9vSVMBqAGQw-RiZR7UQ,https://www.youtube.com/@yuutatsubasa,2021-03-02,437,94364,2300,
廢柴作家愛鯊客,UC8Qe-0ZM9KazJhtupf3qvPQ,https://www.youtube.com/@ilovedog40436,2009-11-06,1,2223,459,
白狐🦊はくこ | 小狐狸.ch【HKVtuber】【休息中】,UCMREoa6oWpvCwdLFxPNXg1w,https://www.youtube.com/@hakukofox,2013-12-08,96,57616,1780,
Rynx Twinx 伶克司,UCx8JgGfJ-fSeSQukdciW_Yg,https://www.youtube.com/@rynxtwinx3418,2021-01-14,86,11150,185,
SAYA! ch.,UC846AKDFaMc_n-pNcMnyU6w,https://www.youtube.com/@sayach.2332,2021-01-05,8,2114,518,
哲學棉花糖,UC_8dmEely8XYTs3_2B4izaw,https://www.youtube.com/@user-bc7vq6ll2r,2021-04-29,1,17,319,
姬紅（Beni）,UCeJRJlt-azTW5nVxGejggOA,https://www.youtube.com/@beni8462,2021-06-04,10,1505,184,超異界通信+
Pisces Patin Ch. 幼魚巴丁,UCHGFH2ge94HRUHKxaIA3R6Q,https://www.youtube.com/@piscespatinch.7888,2021-05-12,41,11864,646,
音瀧克洛斯 Ototaki klos ch.,UCraG1MIDpvC-F2JM4rVBtRg,https://www.youtube.com/@ototakiklos_ch.,2021-08-25,47,7006,418,
Natthi Ch. 黑圈納蒂【HKVtuber】,UCKBIfQZG2a3Etrt2VFSqNXw,https://www.youtube.com/@natthich.hkvtuber9205,2021-05-17,102,12725,288,
Siroya ch. 希蘿亞,UCu6ElyxgXHVRH3uXyswhoSg,https://www.youtube.com/@siroyaneilson,2021-12-31,49,29769,4120,
蕭兔Leo Ch.【巷口最口愛代表】,UCjHbCDDBwYYaXQIYNy0rokQ,https://www.youtube.com/@leoch.2657,2022-08-08,29,3969,197,巷口工作室
克蕾 / Cray Ch.,UCJlJo_0kfJIXao3U9cbx6WQ,https://www.youtube.com/@nkcray,2022-05-01,126,139911,7180,NKshoujo
Mikan蜜柑 Ch.,UCYigihuy0f0JSpAYYRDt4gQ,https://www.youtube.com/@mikanch.3800,2021-07-25,164,56623,1000,Eggtart
Kirara Ch.安須希良々,UCzUHuJlIOY3YH4PBVc3lqwQ,https://www.youtube.com/@kirarach.,2022-03-26,110,28866,953,
凜冬 月_CH.,UC_5EhwkhymK5qHNQytbf6OA,https://www.youtube.com/@_ch.7536,2021-10-27,8,703,47,
塩月淥霏 Luffy Ch.,UC1KQjbVUnIWRxfLJLzw4VTg,https://www.youtube.com/@shiotsukiluffych.2806,2022-04-10,7,536,109,
ReLive_律心 Lu̍t-Sim 💝,UC0hq2HPcj3gbXo_djRJq_Jw,https://www.youtube.com/@lutsim0122,2022-05-10,125,37684,1490,神霄
ShanYao Ch.山藥君,UCCjBgAnakdBexWoUtDiOcIQ,https://www.youtube.com/@shanyaoch,2015-01-18,77,7499,350,
未生 Misaeng Ch.,UCwx73BlZG3oUyPEkFrqQbQQ,https://www.youtube.com/@misaeng_,2022-01-18,98,16491,310,無所未la.
Justin Chuen Ch. ジャスティン,UCPPtKhTOG99ClDAi6KJdFWQ,https://www.youtube.com/@thejustinchuen,2011-12-17,1060,58457,523,
Tio Ch.提歐•弗洛伊塞 ,UCuWyRNCeTOApfcuyXJIN7jQ,https://www.youtube.com/@tiofulouisai,2021-06-05,9,8319,526,
Ah Ying Ch. 晶盈,UCEgDf95r8MbKYF68O4OhPoA,https://www.youtube.com/@ahyingjy,2020-03-06,64,12657,166,
帕烏西雅 Pawuncia Ch.,UCeTMoo3cWPNn1ICJehUWBTQ,https://www.youtube.com/@pawunciach,2021-02-23,158,11618,635,
諾兒。NOR,UCAFD57fcL6lGhON48Ujm1wg,https://www.youtube.com/@nor8804,2022-04-17,2,216,39,
ekumi Ch.心造エクミ,UCXpgBvX4DzMbqcfLe-qP-LQ,https://www.youtube.com/@shinzouekumi,2021-08-04,49,2912,168,
夏賀円那Maru💤1000衝刺中,UCZZY8M_zipiWc0ebCcUHYvg,https://www.youtube.com/@maruna4450,2023-02-17,64,6309,253,
沢田ユウ Yuu.Sawada CH,UCt7Glfq8OjZ9R4o-zeghbrw,https://www.youtube.com/@sawadayuuchan,2021-07-25,194,21838,511,
格莉絲 Glis Ch.,UCekLbPJZ_YpU-yRbU1gZnjQ,https://www.youtube.com/@glisgliridae,2022-06-25,145,20359,723,宇宙結社
Kyon Ch. 竹取キョン,UCC6wuE_WxwY2JIH50xMeupg,https://www.youtube.com/@kyonch.2838,2021-06-07,37,2529,174,
浮世惑夢 Wayume Ch.,UC3Ms3hR_J3z7PdJuCbfzw6A,https://www.youtube.com/@wayumech,2021-10-09,88,41020,1580,
茨城塔莉亞Ch. Ibaraki Talia,UCBQufk8q-C5BkakI_OVG8kw,https://www.youtube.com/@ch.ibarakitalia1623,2022-06-15,45,58485,1940,
Mena•W•Hata 玫娜哈特,UCxww2tcg75C1t8UB2E4XtYQ,https://www.youtube.com/@menawhata5354,2021-07-07,27,1993,76,
 艾比 . Rabi Ch,UCJSBPZ8Is2MA3ud3KbHtlHQ,https://www.youtube.com/@rabi_pink,2021-08-04,269,397325,13200,
秋西 akinishi ch.,UCdSbQd6Tb6p2jM5kF7KlEpA,https://www.youtube.com/@akinishi_ch,2021-03-15,191,37665,957,
理可 Lyco,UClfZYRHXAcwRxkephu2lwmw,https://www.youtube.com/@lyco_kawas,2022-05-17,60,25540,1530,Kawas Project
周默換頻道了記得去訂閱~,UC-uFyVEjZgI9cX-ozKqD0iA,https://www.youtube.com/@user-he8xl3sb6c,2020-09-06,12,70513,4570,超異界通信+
餃子 [HKVTuber],UCoMvZx9408xD9OLSIoXQJUg,https://www.youtube.com/@hkvtuber9286,2021-01-27,4,863,249,
Ikuman the Magical creature いくまん Ch.,UC2zup_BWmdkAbubAkqahkxg,https://www.youtube.com/@ikumanthemagicalcreaturech1502,2019-08-14,18,2636,368,
沐梓乃MuZina ch.,UC5qdY2PJWIFXOXQM8NIIy6Q,https://www.youtube.com/@muzinach.1437,2021-01-16,94,6412,255,
LJ路君【VTuber準備中】,UCahxem2CH4uYi7zzXI7R07w,https://www.youtube.com/@lujun,2020-12-22,6,2414,270,
悠咪 Yumi,UCCO6PpL_LnYys4Ehin8rpAg,https://www.youtube.com/@yumi-nn8yl,2021-11-09,12,2870,244,
七兔,UC3PaYIo2eWCWyDaLWPgKq0g,https://www.youtube.com/@nayomi0204,2021-05-18,10,6179,385,
Apsara ch. 飛天,UCxpTPlgqBq712ctEqbzDlvQ,https://www.youtube.com/@apsarach.2690,2021-02-21,35,8741,655,
Evelia Cridland,UCraLOtrYHlK45uxbMmJuvbg,https://www.youtube.com/@eveliacridland,2022-02-20,1,153,178,
Nao ch. 伊織なお【HKVTuber】,UCFL6LIO2r5SM3-jT8nUgrlw,https://www.youtube.com/@iorinao,2021-05-26,142,39414,1140,Mic On Project
Alisa Ch. 仙兔,UCAN-OUkSXeJIMHU9Iogxl7w,https://www.youtube.com/@alisa0606,2016-04-10,964,528976,4390,
土司喵  Ch.,UC_VrCOENTdGk0czz1Sy0TWg,https://www.youtube.com/@ch.9652,2014-08-04,258,106416,4700,
Inset ch.映聲,UCFzWl58vtucKFzT2jUW9X4Q,https://www.youtube.com/@inset-voice,2021-04-21,405,51437,1650,
安羯_Angel ch.,UC3jMjzw7mBAR_XiNWMNItqA,https://www.youtube.com/@_angelch.2736,2021-02-24,33,3367,227,萌元氣
宇伊守記三_TL Uisu_Ch,UCW04-3a-Z_GrBwvJGpjkiIQ,https://www.youtube.com/@uisuki333,2022-02-06,140,17512,1000,Trifling Light
Milky ch. 星野ミウキ,UCHqLezo6ib691BhcAADOlCQ,https://www.youtube.com/@milkych.4724,2021-04-07,5,1504,207,
Sachi.ch天照 幸,UCALfFzv4mnmNbQ_mkyYntjw,https://www.youtube.com/@sachich,2020-06-28,88,26563,417,
芢森巧遇外星虎★ZoryaTygrea,UCettTbD77TLZfv8CLlPpyAA,https://www.youtube.com/@zoryatygrea,2021-04-01,92,4448,188,
SETSU Ch. 褻君わいせつ,UCR5dFhZpMlmieeDbVvowBVw,https://www.youtube.com/@waisetsu5,2022-04-14,147,207447,4740,
黛菲Delvi,UCvfR_2pdsb8L0jaqOt42qHA,https://www.youtube.com/@delvi0115,2022-12-30,51,399,48,
安醬,UCIHbuwTjB9ItyR8Bfn5nl-A,https://www.youtube.com/@estateangela,2012-08-02,81,1586,35,
aohanemi Ch. 青羽ミ,UCnAKol-fK2deV7QKfZY_ZyA,https://www.youtube.com/@aohanemi,2020-10-30,219,45467,2250,KAHO-FAMI
白鼬かあの,UCoR8QTMPkT4HHWqwtJOUWtQ,https://www.youtube.com/@hakuyukaano,2021-04-19,94,21914,444,
AyaMizuKa Ch. 綾瑞香,UCYuCbE3H9xmR8_HSFizYFYg,https://www.youtube.com/@ayamizuka,2012-09-29,175,300505,7750,
納緹Nati Ch.,UCIvBjjhFI-7ydGSz6ghGw-w,https://www.youtube.com/@nati_vtuber,2022-05-21,51,5483,382,托帕酒館
翎雲-Ling Yun 台灣新人Vtuber ,UCEDI13I_OOYNCYUhK2RdS4g,https://www.youtube.com/@-lingyunvtuber207,2022-04-24,4,91,7,
Iniciel Ch. 尹鹿,UC3hzcs-PNqZPKNyxEnDTf9Q,https://www.youtube.com/@iniciel,2021-06-04,3,16918,4900,靛之森
長谷川大神,UCAEsY7PkeGlwbhll0OpftSg,https://www.youtube.com/@user-ht5fq4yu4k,2021-03-19,49,3044,175,
NaRu Ch.,UC_byZjnANJmcDTs0zVJJsQQ,https://www.youtube.com/@naruuuu1013,2022-01-08,33,254,50,
芙蘿拉-Flora Cosmos-,UCQ9khaebcJwqcOLAVmew4cw,https://www.youtube.com/@-floracosmos-0422,2022-09-17,114,66092,5250,星軌工作室
KASA WALKER,UCJBoModp7eX1y8pBEIUVAVg,https://www.youtube.com/@kasawalker6938,2016-11-07,40,84968,483,
Yueyu Ch. 玥語ほしぞら,UCLXRu8yatzwjUpaFD1o07KA,https://www.youtube.com/@yueyuch,2021-04-18,211,130544,6810,
レイラ 雷菈寶包 CH.,UCIKClUlOT-IugHiIPI3ivBw,https://www.youtube.com/@laylanedrach,2021-11-29,119,16301,1010,
🐢玄武與竹哥🐍 ,UConXlcpqI7agOqZkqjLq3hQ,https://www.youtube.com/@xuanwubango,2021-10-27,158,5247,144,
銀河 Galaxy CH.,UCoNKCsX9tSxiuh9jznYxXfw,https://www.youtube.com/@galaxych.2120,2021-04-22,185,301262,10700,
海貓米克 UmineMiKe Ch.,UC6z1yYcK34TUKsmlR9Ev-Wg,https://www.youtube.com/@uminemikech,2021-07-21,84,4908,203,
梓神月【HKVtuber】,UC6sPmO_mV-syu_qbYxmJ4_A,https://www.youtube.com/@azusakamitsuki,2020-08-07,236,4922,122,
漣玥 - 個人勢Vtuber,UC-LpSz9hr_PD6njjHmhli5A,https://www.youtube.com/@lenyueh,2022-09-07,113,20771,519,
夏羽由里_ゆり Yuri Ch.,UC5UUZ6-jkMocoHX7sJ6DlcA,https://www.youtube.com/@summeryurich,2021-04-15,330,407704,12700,夢遊天使Myu
熊丸 帕多魯,UCJ6SpcNsIIjOsWm1GX5ravw,https://www.youtube.com/@user-lo2or6vo4u,2021-12-04,20,1873,115,
Arashi ch。幻嵐,UCaTqqGhpj5Nk_h6dL8Dq5Mw,https://www.youtube.com/@arashich3324,2021-04-26,137,7966,287,
七海千草NanamiChikusa ch.,UCXwua0ed57b8mQPytzv3gdA,https://www.youtube.com/@nanamichikusa,2014-05-09,63,8425,1630,
花見カリスch. ,UCTZM-0Y2nBJZOPtPqS72XOw,https://www.youtube.com/@hanami_keres,2021-10-16,107,21691,726,
chiyo Ch. 宮錦知依,UC1lgkNz0sRS9Ckq_pZjTAOA,https://www.youtube.com/@miyakichiyo,2022-02-28,49,12598,796,
BrownRing Ch.棕響,UCgyTjAfhb5puy4tqLbFdynA,https://www.youtube.com/@brownringch,2021-02-01,9,6487,415,
MiShue Ch.瀰雪 ミシュエ,UC2_YEyVABU4g_jO9csaeXlg,https://www.youtube.com/@mishue1112,2018-07-17,118,11113,498,TSSVB
MOすめ_Mosume_高雄某素梅,UCFpr5TjvP6tFqccS_oTfWHw,https://www.youtube.com/@mo_mosume_9538,2021-08-07,46,7931,379,
紗倉音恋ちゃんねる,UCpcf7i9Fj_QGGPzQA8GtqIA,https://www.youtube.com/@sakuraneko29,2021-04-05,153,22298,463,
Rie Pieterson Ch. 栗夜,UC2csMoY-i7YuS_Y4tr-mdaw,https://www.youtube.com/@riepieterson,2022-07-03,75,2033,181,
Roliand老練的大喇叭,UCNOLb8OqdOo4nwatxJEec5w,https://www.youtube.com/@roliand5465,2021-05-13,35,4459,267,
紫映遊月‧ゆづき ch.,UC9H5JijqcmqYQpB8yK3sJCg,https://www.youtube.com/@ch-ys7fn,2021-08-25,51,91583,4110,
Chubi Ch.,UC50ZYkSbpBJiwlYibGM5BLA,https://www.youtube.com/@chubich.5892,2020-12-29,30,6411,461,
Riko Akuma 陸吾 Ch.,UCtJVDpP2sFkftPWlvfFBPKA,https://www.youtube.com/@rikoakumach,2021-06-13,295,27350,642,
Homura Ch.小火 ほむら,UCdyzRyPWJI61NHk61tbPMng,https://www.youtube.com/@homurach.7451,2022-06-12,9,10299,1230,
Alice Latte Ch. ArkV EN,UCOMCTTqa5vTaPFUF14FweQA,https://www.youtube.com/@alicelattech.arkven514,2021-01-03,119,20031,751,ArkV
雪莉·啵啵 Sherry Bobo,UCeIi12njfSExM8V6LGdTrFw,https://www.youtube.com/@sherrybobo,2021-02-07,672,529257,6710,
斜胖XiePun ch.,UCgZRGc0TCCiqbg0ylhKg3Rg,https://www.youtube.com/@xiepunch,2011-01-08,184,202305,4700,
Morkilo中二艾露Ch.,UCd5oSX_5inlnJ_Ud9doY4UA,https://www.youtube.com/@morkilo,2020-06-18,260,24929,522,
可亞貝洛斯 Ch. Koa,UCq63K1mOAomOQqPhMasMOwg,https://www.youtube.com/@chkoa,2021-09-07,2,126,48,
Fujaira Boruta Ch. 藤蘿伏苔 [@Yamcast.tw],UCCpYBRo1er2utiKa0Eb8C0Q,https://www.youtube.com/@iamboruta,2021-11-11,51,2659,97,
TOYBOX Ch.【玩具箱】,UCFHorQKnxM2xt7fbFOXOtlw,https://www.youtube.com/@toyboxch.1099,2019-08-15,2,573,235,TOYBOX
絢璘💧一隻金魚 Ch.,UC5nsGmqIi3lgeK_QOb3ReOQ,https://www.youtube.com/@goldfish_xuanlin,2022-01-19,195,30442,724,
Phys,UCda1L8TdCLHa_Mti34cQjAg,https://www.youtube.com/@phys4006,2021-10-23,110,661,11,
夏白桜,UCVqua9yLAHaqB_kJdKdutxg,https://www.youtube.com/@tsuroisa9470,2020-08-23,165,22714,625,TSSVB
🌊 Nanami Ch. 海風ななみ 【HKVtuber】,UCF_05iU9akActThNYAx_6xA,https://www.youtube.com/@umikazenanami,2017-10-04,139,13677,309,
